,oracle_calls,scaffold,smiles,reward,penalized_reward,tpsa_raw_values,tpsa_reward,mw_raw_values,mw_reward,num_rings_raw_values,num_rings_reward
2,131,O=C(Nc1coc2ccccc12)c1ccccc1,c1(NC(=O)c2ccc(F)cc2)c2ccc(C)cc2oc1,0.4723993,0.4723992943763733,42.24,0.10542114,269.27500000000003,1.0,3.0,1.0
3,131,O=C1COc2cc(C(=O)Nc3ccccc3)ccc2N1,c1cc(C(Nc2ccc(OC)cc2)=O)cc2c1NC(=O)CO2,0.5356295,0.5356295108795166,76.66000000000001,0.15367155,298.29800000000006,1.0,3.0,1.0
4,131,O=C1CC(C(=O)Nc2ccccc2)CN1,CC(C)(C)c1ccc(NC(=O)C2CC(=O)N(C)C2)cc1,0.4851931,0.4851931035518646,49.410000000000004,0.11422044,274.3639999999999,1.0,2.0,1.0
5,131,c1ccc2oc(N3CCCCC3)nc2c1,CC1(C)CCCN(c2nc3ccccc3o2)C1,0.44982117,0.4498211741447449,29.270000000000003,0.091016404,230.311,1.0,3.0,1.0
6,131,O=C1NCCc2c1[nH]c1ccccc21,c12[nH]c3ccccc3c1CC(C)(C)N(C)C2=O,0.46161798,0.46161797642707825,36.1,0.09836671,228.29499999999996,1.0,3.0,1.0
7,131,c1ncc2nc[nH]c2n1,n1c2c(ncn2CCCOCCOC)c(N)nc1,0.55749017,0.5574901700019836,88.08,0.17326531,251.28999999999996,1.0,2.0,1.0
8,131,O=C(Nc1ccccc1)c1ccccc1,c1(C(Nc2ccc(C(C)C)cc2)=O)ccc(C(O)=O)cc1,0.5163271,0.5163270831108093,66.4,0.13764952,283.327,1.0,2.0,1.0
9,131,c1ccc2ccccc2c1,c12c(c(NCCN(C)C)ccc1)cccc2,0.4263101,0.42631009221076965,15.27,0.07747772,214.31200000000004,1.0,2.0,1.0
10,131,O=c1[nH]ccc2c1CCCC2,O=c1c2c(c(CNCCNCCCO)c[nH]1)CCCC2,0.5365598,0.5365598201751709,77.15,0.15447365,279.384,1.0,2.0,1.0
11,131,O=C1OCc2ccccc21,Clc1c2c(cc(OC)c1)C(=O)OC2C,0.46062547,0.46062546968460083,35.53,0.097733594,212.63199999999998,1.0,2.0,1.0
0,144,O=C(Nc1ccccc1)c1ccccc1,c1c(OC)cccc1NC(c1ccc(C(O)O)cc1)=O,0.53967875,0.5396787524223328,78.78999999999999,0.15718314,273.288,1.0,2.0,1.0
1,144,O=C(Nc1ccccc1)c1ccccc1,FC(F)(F)c1cc(NC(c2ccc(C(O)=O)cc2)=O)ccc1,0.5163271,0.5163270831108093,66.4,0.13764952,309.24300000000005,1.0,2.0,1.0
2,144,c1cn2ccnc2cn1,OCCNc1nccn2c1ncc2,0.5089918,0.5089917778968811,62.45,0.13186584,178.19500000000002,1.0,2.0,1.0
3,144,c1ccc(C2NCCO2)cc1,c1c(C2OCC(C)(C)N2CC=C(C)C)cc(OC)cc1,0.43699476,0.4369947612285614,21.700000000000003,0.08345045,275.392,1.0,2.0,1.0
4,144,C1C[C@H]2CCCC3(CCCC3)[C@@H]2C1,[C@H]12C3(CCCC3)CCC[C@@H]1CCC2,0.40172857,0.4017285704612732,0.0,0.0648333,178.319,1.0,3.0,1.0
5,144,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1,c1(OC)ccc(C(=O)Nc2ccc(N3CCOCC3)c(F)c2)cc1,0.487698,0.4876979887485504,50.8,0.11599865,330.35900000000004,1.0,3.0,1.0
6,144,C1CCCC2(CC1)CCCC2,[C@@H]1(C)[C@@H](C)CC2(CCCCCC2)[C@H]1O,0.4345349,0.4345349073410034,20.23,0.08204913,196.33399999999997,1.0,2.0,1.0
7,144,O=C(Nc1cccc2ccccc12)c1ccccc1,c1cc(NC(c2c(F)ccc(F)c2)=O)c2c(cccc2)c1,0.44953024,0.4495302438735962,29.1,0.090839915,283.277,1.0,3.0,1.0
8,144,O=C(CSc1nc2c(=O)nc[nH]c2[nH]1)Nc1ccccc1,S(CC(Nc1ccc(C(C)C)cc1)=O)c1nc2c(=O)nc(C)[nH]c2n1C,0.00014977346,0.00014977346290834248,92.67000000000002,0.18167926,371.4660000000001,1.8492652e-11,3.0,1.0
9,144,O=C(Nc1ccccc1)C1COc2ccccc2O1,c1cc(NC(C2COc3c(cccc3)O2)=O)ccc1OC,0.498581,0.4985809922218323,56.790000000000006,0.12393877,285.29900000000004,1.0,3.0,1.0
10,144,O=C(Nc1ccccc1)c1ccccc1,c1c(OC)ccc(NC(c2ccc(C(O)=O)cc2)=O)c1,0.5336764,0.5336763858795166,75.63,0.15199663,271.272,1.0,2.0,1.0
11,144,O=C(Nc1ccccc1)C1CCCCC1,C1CCCCC1C(Nc1ccc(C(C)(C)C)cc1)=O,0.44953024,0.4495302438735962,29.1,0.090839915,259.39300000000003,1.0,2.0,1.0
12,144,O=C(NC1CCCC1)c1ccc(-n2cncn2)cc1,c1cc(-n2ncnc2)c(OC)cc1C(NC1CCCC1)=O,0.5212603,0.5212603211402893,69.03999999999999,0.14163285,286.33500000000004,1.0,3.0,1.0
0,158,c1ccc2c(c1)cc1ccccn12,c1c2n3c(c(NC(=O)OCC)ccc3)cc2ccc1,0.47328442,0.47328442335128784,42.739999999999995,0.10601484,254.28900000000002,1.0,3.0,1.0
1,158,O=C(Nc1ccc(N2CCOCC2)cc1)C1CCCCC1,C1(C(Nc2ccc(N3CCOCC3)c(F)c2)=O)CCCCC1,0.4712149,0.4712148904800415,41.57,0.10463019,306.3810000000001,1.0,3.0,1.0
2,158,O=C(CCc1cc2ccccc2[nH]1)NC1CC1,N(C(=O)CCc1cc2cccc(C)c2n1C)C1CC1,0.45802057,0.45802056789398193,34.03,0.096084855,256.349,1.0,3.0,1.0
3,158,O=C(Nc1ccccc1)Nc1coc2ccccc12,c1(NC(Nc2ccc(C(C)(C)C)cc2)=O)c2cccc(C)c2oc1,0.49398524,0.49398523569107056,54.269999999999996,0.12054297,322.4080000000001,1.0,3.0,1.0
4,158,O=C(Nc1ccccc1)c1ccccc1,c1c(C)ccc(NC(c2ccccc2)=O)c1,0.44953024,0.4495302438735962,29.1,0.090839915,211.264,1.0,2.0,1.0
5,158,c1ccc2ncccc2c1,N([C@@H](C(C)C)CNc1ccnc2c1cc(OC)cc2)C,0.479403,0.47940298914909363,46.18000000000001,0.110179864,273.38,1.0,2.0,1.0
6,158,c1ccc(N2CCNCC2)cc1,OCCC1N(CC=C(C)C)CCN(c2cccc(OC)c2)C1,0.46133924,0.46133923530578613,35.94,0.098188624,304.4340000000001,1.0,2.0,1.0
7,158,O=C1c2ccccc2-c2[nH]c3ccccc3c21,c1cccc2c1[nH]c1c2C(=O)c2cc(CNCCNCCO)ccc2-1,0.5365598,0.5365598201751709,77.15,0.15447365,335.4070000000001,0.99999994,4.0,1.0
8,158,O=C(NCc1ccccc1)C1CCCCCC1,c1c(CNC(=O)C2CCCCCC2)cccc1,0.44953024,0.4495302438735962,29.1,0.090839915,231.33899999999997,1.0,2.0,1.0
9,158,C1CCC2(CCCC2)OC1,C1C2(CCC1)CCC(CC)(O)CO2,0.4501465,0.45014649629592896,29.46,0.09121402,184.279,1.0,2.0,1.0
10,158,c1cnc2nc[nH]c2c1,c1(NCCCO)c2c(ncn2C)ncc1CO,0.5481045,0.5481045246124268,83.2,0.16466077,236.275,1.0,2.0,1.0
11,158,O=C(Nc1ccccc1)c1ccc2ccccc2c1,c1c2ccccc2cc(C(=O)Nc2ccc(OC)cc2)c1,0.46551466,0.4655146598815918,38.33,0.100878835,277.323,1.0,3.0,1.0
12,158,O=C(CSc1nc2ccccc2o1)Nc1ccccc1,c1(NC(CSc2oc3c(cccc3)n2)=O)ccc(F)cc1,0.49555084,0.49555084109306335,55.13,0.12169274,302.33000000000004,1.0,3.0,1.0
13,158,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1,c1c(NC(c2ccc(OC)cc2)=O)ccc(N2CCOCC2)c1,0.487698,0.4876979887485504,50.8,0.11599865,312.3690000000001,1.0,3.0,1.0
0,171,O=C(Nc1ccccc1)c1ccccc1,c1c(C(F)(F)F)ccc(NC(=O)c2ccccc2)c1,0.44953024,0.4495302438735962,29.1,0.090839915,265.23400000000004,1.0,2.0,1.0
1,171,O=C1COc2cc(NC(=O)C3CCCCC3)ccc2N1,C(=O)(Nc1ccc2c(c1)OCC(=O)N2)C1CCCCC1,0.5182489,0.5182489156723022,67.42999999999999,0.13919231,274.32,1.0,3.0,1.0
2,171,c1ccc(CN2CCNCC2)cc1,c1ccc(CN2CC(CCO)N(CC=C(C)C)CC2)cc1,0.445454,0.4454540014266968,26.71,0.0883911,288.435,1.0,2.0,1.0
3,171,O=C1NCC[C@H]1CCSc1ncn[nH]1,n1(C)ncnc1SCC[C@H]1C(=O)NC[C@H]1C,0.5041209,0.5041208863258362,59.81,0.1281162,240.33199999999997,1.0,2.0,1.0
4,171,O=C(NCc1cc2ccccc2[nH]1)C1CCCCC1,C(C)n1c(CNC(C2CCCCC2)=O)cc2c1cccc2,0.45802057,0.45802056789398193,34.03,0.096084855,284.40299999999996,1.0,3.0,1.0
5,171,O=C(Nc1cccc2ccccc12)N1CCCCCC1,N(c1c2ccccc2ccc1)C(=O)N1CCCCCC1,0.45509773,0.4550977349281311,32.34,0.094257094,268.35999999999996,1.0,3.0,1.0
6,171,O=C(Nc1nc(-c2ccccc2)cs1)C1CCCCC1,c1(NC(=O)C2CCCCC2)scc(-c2ccc(Cl)cc2)n1,0.47195712,0.47195711731910706,41.99,0.1051254,320.845,1.0,3.0,1.0
7,171,C1CCC(CCNC2CC2)C1,C(CC1CCCC1)NC1CC1,0.42100054,0.42100054025650024,12.03,0.07461875,153.26899999999998,1.0,2.0,1.0
8,171,c1ncc2nc[nH]c2n1,c12n(CCCNCCO)cnc1c(N)ncn2,0.58432895,0.5843289494514465,101.88,0.19951347,236.27900000000002,1.0,2.0,1.0
9,171,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1,c1(C(=O)Nc2cc(F)c(N3CCOCC3)cc2)ccccc1,0.4712149,0.4712148904800415,41.57000000000001,0.10463019,300.33299999999997,1.0,3.0,1.0
10,171,O=C(CSc1ccc2ccccc2n1)Nc1ccccc1,c1(NC(=O)CSc2nc3ccccc3c(C)c2)ccccc1C,0.47195712,0.47195711731910706,41.99,0.1051254,322.43300000000005,1.0,3.0,1.0
11,171,O=C(NC1CC1)c1ccccc1,c1cc(F)ccc1C(NC1CC1)=O,0.44953024,0.4495302438735962,29.1,0.090839915,179.19399999999996,1.0,2.0,1.0
12,171,O=C(C1CC1)N1CC(c2ccccc2)CC(c2ccccc2)=N1,C1C(c2cc(OC)ccc2)CC(c2ccc(O)cc2)=NN1C(C1CC1)=O,0.36887386,0.36887386441230774,62.13,0.13140643,350.4180000000001,0.3819593,4.0,1.0
0,183,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,c1(Oc2ccc(NC(Nc3cc(OC)ccc3)=O)cc2)ccncc1,0.5277239,0.5277239084243774,72.47999999999999,0.14696716,335.363,0.99999994,3.0,1.0
1,183,C1CCC2(CC1)CCCO2,C1CC(C(C)(C)C)CCC12CCCO2,0.41645253,0.4164525270462036,9.23,0.07222649,196.33399999999995,1.0,2.0,1.0
2,183,O=S(=O)(NCc1ccc2ccccc2c1)C1CC1,c12c(ccc(CNS(C3CC3)(=O)=O)c1)cccc2,0.47938514,0.4793851375579834,46.17,0.11016755,261.346,1.0,3.0,1.0
3,183,c1ccc2c(c1)CCOC21CCCCO1,O=C([C@@H]1COC2(c3ccccc3CCO2)CC1)N(C)C,0.46628606,0.4662860631942749,38.77,0.101381175,275.34799999999996,1.0,3.0,1.0
4,183,O=C(Nc1cccc2ccccc12)C1CCCCC1,c1cc2c(cc1)cccc2NC(=O)C1CCCCC1,0.44953024,0.4495302438735962,29.1,0.090839915,253.34499999999989,1.0,3.0,1.0
5,183,O=C(Nc1cccc2ccccc12)c1ccccc1,COc1ccc(C(Nc2c3c(cccc3)ccc2)=O)cc1,0.46551466,0.4655146598815918,38.33,0.100878835,277.32300000000004,1.0,3.0,1.0
6,183,O=C(Nc1ccccc1)Nc1cccc2cc[nH]c12,n1(C)c2c(NC(Nc3ccc(Cl)cc3)=O)cccc2cc1,0.4791887,0.4791887104511261,46.06,0.110032186,299.761,1.0,3.0,1.0
7,183,O=C(Nc1ccccc1)Nc1coc2ccccc12,c1(Cl)ccc(NC(=O)Nc2c3c(cccc3)oc2)cc1,0.49398524,0.49398523569107056,54.27,0.12054297,286.718,1.0,3.0,1.0
8,183,O=C(Nc1cccc2ccccc12)C1CCCCC1,c12c(c(NC(=O)C3CCCCC3)ccc1)c(C)ccc2,0.44953024,0.4495302438735962,29.1,0.090839915,267.37199999999996,1.0,3.0,1.0
9,183,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1,C1OCCN(c2c(F)cc(NC(=O)c3ccc(OC)cc3)cc2F)C1,0.46557263,0.46557262539863586,50.8,0.11599865,348.34900000000005,0.8699802,3.0,1.0
10,183,O=C1c2ccccc2C(=O)N1CCCNCc1cc2ccccc2[nH]1,N(Cc1cc2ccccc2n1C)CCCN1C(=O)c2c(cccc2)C1=O,0.48596144,0.4859614372253418,54.34,0.12063621,347.418,0.95132256,4.0,1.0
11,183,O=C(NCc1ccccc1)c1ccccc1,C(NCc1cc(OC)c(OC)cc1)(=O)c1ccccc1O,0.5189215,0.5189214944839478,67.79,0.13973494,287.315,1.0,2.0,1.0
0,195,c1ccc2oc(-c3ccc(-n4cncn4)cc3)cc2c1,c1(-n2ncnc2)c(OC)cc(-c2oc3c(cccc3)c2)cc1,0.49182367,0.491823673248291,53.08,0.11896749,291.31,1.0,4.0,1.0
1,195,C1CNCCN1,OCCC1CN(CC=C(C)C)CCN1CC=C(C)C,0.0,0.0,26.71,0.0883911,266.429,1.0,1.0,0.0
2,195,O=C(NCC1CC1)c1ccc(-c2ccncc2)cc1,c1cc(C(=O)NCC2CC2)ccc1-c1ccncc1,0.47195712,0.47195711731910706,41.99,0.1051254,252.317,1.0,3.0,1.0
3,195,O=C(Nc1ccccc1)c1ccccc1,c1ccc(OC)cc1NC(=O)c1ccc(C(O)=O)cc1,0.5336764,0.5336763858795166,75.63,0.15199663,271.272,1.0,2.0,1.0
4,195,c1cc(-n2cnnn2)ccc1-c1ccc2c(c1)OCO2,c1c(OC)c(-n2cnnn2)ccc1-c1ccc2c(c1)OC(C)(C)O2,0.5254835,0.5254834890365601,71.29,0.14510329,324.3400000000001,1.0,4.0,1.0
5,195,c1ccc2c(c1)oc1ccccc12,o1c2ccccc2c2ccccc12,0.42281392,0.42281392216682434,13.14,0.07558712,168.195,1.0,3.0,1.0
6,195,C1CCCC2(CCC1)CCCC2,C12([C@H](N)[C@H](C)CC1)CCCCCCC2,0.44428205,0.44428205490112305,26.02,0.08769529,195.34999999999994,1.0,2.0,1.0
7,195,O=C(Nc1ccccc1)c1ccc2c(c1)Oc1ccccc1O2,c1ccc2c(c1)Oc1ccc(C(=O)Nc3ccc(OC)cc3)cc1O2,0.498581,0.4985809922218323,56.790000000000006,0.12393877,333.3430000000001,1.0,4.0,1.0
8,195,O=C(Nc1ccccc1)c1coc2ccccc12,O=C(c1c2ccc(OC)cc2oc1)Nc1cc(OC)ccc1,0.5057601,0.5057600736618042,60.7,0.12937002,297.31,1.0,3.0,1.0
9,195,O=c1[nH]ccc2c1CNC2,C(=C(C)C)CN1Cc2c(CNCCNCCO)c[nH]c(=O)c2C1,0.54272926,0.5427292585372925,80.39,0.15986367,320.43700000000007,1.0,2.0,1.0
10,195,O=C(Nc1ccccc1)Nc1cn(S(=O)(=O)C2CC2)c2ccccc12,c1cccc2c1n(S(=O)(C1CC1)=O)cc2NC(=O)Nc1ccccc1,0.06773981,0.0677398070693016,80.2,0.15954342,355.41900000000004,0.0019482875,4.0,1.0
11,195,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,c1(OC)ccc(NC(=O)CN(C)C(=O)c2ccccc2)cc1,0.5019705,0.5019705295562744,58.64,0.12648372,298.342,1.0,2.0,1.0
0,202,O=C(Nc1ccccc1)C1CC=CCN1,C(C1CC=CCN1)(Nc1ccc(Cl)cc1)=O,0.47043812,0.4704381227493286,41.129999999999995,0.10411361,236.70200000000003,1.0,2.0,1.0
1,202,O=C(NCc1ccccc1)c1ccccc1,c1(C(=O)NCc2cc(OC)c(OC)cc2)ccccc1,0.4818715,0.48187148571014404,47.56,0.11189063,271.316,1.0,2.0,1.0
2,202,O=C(Nc1ccc2ccccc2c1)C1CCCCC1,N(C(C1CCCCC1)=O)c1ccc2ccccc2c1,0.44953024,0.4495302438735962,29.1,0.090839915,253.34500000000003,1.0,3.0,1.0
3,202,O=C1COc2cc(NC(=O)c3ccccc3)ccc2N1,c1c(NC(=O)c2ccc(OC)cc2)ccc2c1OCC(=O)N2,0.5356295,0.5356295108795166,76.66,0.15367155,298.298,1.0,3.0,1.0
4,202,c1ccc2ccccc2c1,c1c(O)c2c(cccc2)c(CNCCCOCCOC)c1,0.48755363,0.4875536262989044,50.72,0.11589566,289.37499999999994,1.0,2.0,1.0
5,202,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,c1(NC(=O)Nc2c3c(cccc3)n(C)c2)cccc(OC)c1,0.49584246,0.49584245681762695,55.290000000000006,0.12190769,295.34200000000004,1.0,3.0,1.0
6,202,O=C1c2ccccc2-c2ccccc2C12OCCCO2,c1ccc2c(c1)C(=O)C1(OCCCO1)c1cc(C)ccc1-2,0.46062547,0.46062546968460083,35.53,0.097733594,280.3229999999999,1.0,4.0,1.0
0,207,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,c1cccc2c(NC(Nc3ccc(OC)cc3)=O)c[nH]c12,0.51586115,0.5158611536026001,66.15,0.13727723,281.315,1.0,3.0,1.0
1,207,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,CC(c1ccc(NC(=O)CN(C(=O)c2ccccc2)C)cc1)C,0.4851931,0.4851931035518646,49.410000000000004,0.11422044,310.39700000000005,1.0,2.0,1.0
2,207,O=C(Nc1ccccc1)Nc1ccc2c(c1)OCCO2,O1CCOc2ccc(NC(Nc3ccc(OC)cc3)=O)cc21,0.5208483,0.520848274230957,68.82,0.14129727,300.314,1.0,3.0,1.0
3,207,O=C1COc2ccccc2N1,c1cc2c(cc1C(=O)O)OCC(=O)N2,0.5336764,0.5336763858795166,75.63,0.15199663,193.15799999999996,1.0,2.0,1.0
4,207,O=C(Nc1cccc2ccccc12)Nc1n[nH]c2ccccc12,c1(NC(=O)Nc2cccc3c2cccc3)c2c(cccc2)n(C)n1,0.50253975,0.5025397539138794,58.95,0.12691452,316.36400000000003,1.0,4.0,1.0
0,216,c1ccccc1,C(Nc1ccc(C(C)C)cc1)(=O)CNCCN(C)C,0.0,0.0,44.370000000000005,0.107970804,263.385,1.0,1.0,0.0
1,216,O=C1COc2ccc(NC(=O)C3CCCCC3)cc2N1,C(=O)(C1CCCCC1)Nc1cc2c(cc1)OCC(=O)N2,0.5182489,0.5182489156723022,67.42999999999999,0.13919231,274.32,1.0,3.0,1.0
2,216,O=C1COCCN1CCCN1C(=O)c2ccccc2C1=O,C1(=O)COCCN1CCCN1C(=O)c2c(cccc2)C1=O,0.51729685,0.5172968506813049,66.92,0.1384266,288.30300000000005,1.0,3.0,1.0
3,216,O=C1COc2cc(NC(=O)c3ccccc3)ccc2N1,O=C(c1ccc(F)cc1)Nc1ccc2c(c1)OCC(=O)N2,0.5182489,0.5182489156723022,67.42999999999999,0.13919231,286.26199999999994,1.0,3.0,1.0
4,216,O=C1COc2ccc(C(=O)Nc3ccccc3)cc2N1,O1c2ccc(C(=O)Nc3ccc(OC)cc3)cc2NC(=O)C1,0.5356295,0.5356295108795166,76.66,0.15367155,298.2980000000001,1.0,3.0,1.0
5,216,O=C(Nc1ccccc1)Nc1cccc2c1OC2=O,O(C)c1cccc(NC(=O)Nc2c3c(ccc2)C(=O)O3)c1,0.5356295,0.5356295108795166,76.66000000000001,0.15367155,284.271,1.0,3.0,1.0
6,216,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,O=C(CN(CC=C(C)C)C(c1ccccc1)=O)Nc1ccc(C(C)C)cc1,0.001866729,0.001866728998720646,49.410000000000004,0.11422044,364.48900000000015,5.6950817e-08,2.0,1.0
7,216,O=C(Nc1ccccc1)Nc1cccc2ccccc12,O=C(Nc1cc(OC)ccc1)Nc1cccc2ccc(OC)cc21,0.5037161,0.5037161111831665,59.59,0.12780787,322.3640000000001,1.0,3.0,1.0
8,216,O=C(NCc1ccccc1)c1ccccc1,C(c1ccccc1)NC(c1ccccc1)=O,0.44953024,0.4495302438735962,29.1,0.090839915,211.264,1.0,2.0,1.0
0,231,c1ccc2oc(-c3ccc(-c4ccc(-n5cnnn5)cc4)cc3)cc2c1,c1cc(-c2c(OC)cc(-n3cnnn3)cc2)c(OC)cc1-c1oc2ccccc2c1,0.0,0.0,75.2,0.15130183,398.42200000000014,0.0,5.0,1.0
1,231,O=C(C1CC1)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,c1(NS(=O)(c2cc3c(cc2)N(C(=O)C2CC2)CC3)=O)ccccc1C,0.04349745,0.04349745064973831,66.48,0.13776883,356.44700000000006,0.00059736596,4.0,1.0
2,231,O=C(Nc1ccccc1)Nc1cccc2c1OCC2,c1c(Cl)ccc(NC(=O)Nc2cccc3c2OC(C)(C)C3)c1,0.48690423,0.48690423369407654,50.36,0.11543318,316.7880000000001,1.0,3.0,1.0
3,231,O=C(Nc1ccccc1)Nc1nc2ccccc2[nH]1,[nH]1c2ccccc2nc1NC(=O)Nc1ccc(OC)cc1,0.5401549,0.5401548743247986,79.04,0.15759954,282.303,1.0,3.0,1.0
4,231,c1ccc2ncccc2c1,C(NCCO)c1ccc2nccc(NCCN(C)C)c2c1,0.5052441,0.5052440762519836,60.42,0.12897444,288.395,1.0,2.0,1.0
5,231,O=C(Nc1ccccc1)Nc1cccc2occc12,c1cc(C)c(NC(=O)Nc2c3ccoc3ccc2)cc1,0.49398524,0.49398523569107056,54.27,0.12054297,266.3,1.0,3.0,1.0
6,231,O=C1CCC2(CCCN(C(=O)C3CC3)C2)O1,C1CCN(C(C2CC2)=O)CC12CCC(=O)O2,0.48017132,0.4801713228225708,46.61,0.11071046,223.27199999999993,1.0,3.0,1.0
7,231,O=C1OC2(CCCCC2)C2CC[C@H]12,C12(CCC(C(C)(C)C)CC1)[C@]1(C)CC[C@@H]1C(=O)O2,0.44475734,0.444757342338562,26.3,0.08797705,250.38199999999995,1.0,3.0,1.0
8,231,O=C(Nc1ccccc1)Nc1coc2ccccc12,c1ccc2c(c(NC(Nc3ccc(OCC)cc3)=O)co2)c1,0.5109362,0.5109362006187439,63.5,0.13338286,296.326,1.0,3.0,1.0
9,231,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,N(c1c(C)cccc1)C(=O)Nc1ccc(Oc2ccncc2)cc1,0.5104729,0.5104728937149048,63.25,0.13302033,319.364,1.0,3.0,1.0
10,231,O=C(CSc1nc2ccccc2o1)Nc1ccccc1,c1cc(NC(C(Sc2nc3c(o2)cccc3)C)=O)ccc1OC,0.51253176,0.5125317573547363,64.36,0.13463634,328.3930000000001,1.0,3.0,1.0
11,231,C1CCCC1,C1(CNCCNCCO)(CO)CCCC1,0.0,0.0,64.52,0.13487063,216.32499999999996,1.0,1.0,0.0
12,231,O=C(Nc1ccccc1)Nc1cccc2c1OC2=O,C(Oc1cccc(NC(Nc2c3c(ccc2)C(=O)O3)=O)c1)C,0.5356295,0.5356295108795166,76.66,0.15367155,298.298,1.0,3.0,1.0
13,231,O=C(Nc1ccccc1)Nc1cccc2c1OCC(=O)O2,c1(Cl)ccc(NC(=O)Nc2cccc3c2OCC(=O)O3)cc1,0.5356295,0.5356295108795166,76.66000000000001,0.15367155,318.71600000000007,1.0,3.0,1.0
14,231,c1ccc(C2CC3CCC(N2)O3)cc1,c1cc(O)ccc1C1N(C)C2(C(OCC)=O)CCC(O2)C1,0.5026316,0.5026316046714783,59.0,0.12698412,291.347,1.0,3.0,1.0
0,243,C1CCC2(CC1)CCCO2,[C@H]1(C)[C@H](O)CCCC12OCCC2,0.4501465,0.45014649629592896,29.46,0.09121402,170.25199999999998,1.0,2.0,1.0
1,243,O=C1C=CCC2(N1)Oc1ccccc1-c1ccccc12,O1C2(N(C)C(=O)C(OCC)=CC2)c2ccccc2-c2ccccc21,0.46628606,0.4662860631942749,38.769999999999996,0.101381175,321.37600000000003,1.0,4.0,1.0
2,243,O=C1COCCN1CCCSc1nnc2ccccc2n1,O=C1N(CCCSc2nnc3ccccc3n2)CCOC1,0.5197067,0.5197067260742188,68.21000000000001,0.14037025,304.37500000000017,1.0,3.0,1.0
3,243,O=C1CCC2(CCN(C(=O)c3ccccc3)CC2)O1,C1N(C(c2ccccc2)=O)CCC2(OC(=O)CC2)C1,0.48017132,0.4801713228225708,46.61,0.11071046,259.3049999999999,1.0,3.0,1.0
4,243,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,c1(OC)ccc(NC(=O)Nc2c3c(cccc3)n(C)c2)cc1,0.49584246,0.49584245681762695,55.29,0.12190769,295.342,1.0,3.0,1.0
5,243,O=C(NCc1ccccc1)c1ccccc1,c1ccc(OC)cc1CNC(c1ccccc1)=O,0.46551466,0.4655146598815918,38.33,0.100878835,241.29,1.0,2.0,1.0
6,243,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,N(c1c2cc(OC)ccc2[nH]c1)C(=O)Nc1cccc(OC)c1,0.5332028,0.5332028269767761,75.38,0.15159236,311.34100000000007,1.0,3.0,1.0
7,243,O=C1COCCN1CCCN1C(=O)c2cc3ccccc3cc2C1=O,c12c(cc3c(c1)C(=O)N(CCCN1CCOCC1=O)C3=O)c(O)ccc2,0.1039649,0.1039649024605751,87.15,0.17159854,354.362,0.0065485723,4.0,1.0
8,243,O=C(Nc1ccccc1)Nc1cccc2ccccc12,O=C(c1c2ccccc2c(NC(=O)Nc2cccc(OC)c2)cc1)O,0.5566799,0.556679904460907,87.66000000000001,0.172511,336.34700000000004,0.9999998,3.0,1.0
9,243,c1nnc2n1CCC2,OC1(CNCCNCCO)c2nnc(C(C)C)n2CC1,0.5713464,0.5713464021682739,95.22999999999999,0.18650845,283.3760000000001,1.0,2.0,1.0
10,243,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,c1c(NC(=O)Nc2c3ccccc3[nH]c2)ccc(OCC)c1,0.51586115,0.5158611536026001,66.15,0.13727723,295.3420000000001,1.0,3.0,1.0
11,243,O=C1COc2cc(NS(=O)(=O)C3CC3)ccc2N1,c1(NS(=O)(C2CC2)=O)ccc2c(c1)OCC(=O)N2,0.5505987,0.550598680973053,84.5,0.16691889,268.2939999999999,1.0,3.0,1.0
0,253,O=C(CC1CC1)NCc1ccc2c(c1)OCC(=O)N2,C(NCc1ccc2c(c1)OCC(=O)N2)(C(O)(C1CC1)C)=O,0.55667996,0.5566799640655518,87.66,0.172511,290.319,1.0,3.0,1.0
1,253,O=C(CSc1nc2ccccc2o1)Nc1ccccc1,c1c2nc(SCC(Nc3ccc(OC)cc3)=O)oc2ccc1,0.51253176,0.5125317573547363,64.36000000000001,0.13463634,314.36600000000004,1.0,3.0,1.0
2,253,c1ccc(-c2cccc3occc23)cc1,c12c(cccc1-c1ccc(C(C)C)cc1)occ2NC(=O)O,0.5090288,0.5090287923812866,62.47,0.1318946,295.3380000000001,1.0,3.0,1.0
